Date,Crop_Type,Region,Market_Price_Per_Tonne_USD
2017-06-04,Potatoes,Kiambu,66.62
2022-07-15,Wheat,Meru,103.76
2015-01-22,Tea,Nandi,74.7
2016-04-18,Coffee,Muranga,119.39
2023-09-27,Potatoes,Nairobi,154.69
2021-03-07,Wheat,Uasin Gishu,57.87
2021-06-11,Sorghum,Nakuru,108.46
2016-12-04,Maize,Kiambu,150.8
2016-11-17,Potatoes,Muranga,61.18
2015-10-12,Cabbage,Uasin Gishu,84.02
2016-12-16,Coffee,Uasin Gishu,54.83
2017-02-01,Coffee,Nandi,117.04
2018-06-04,Tea,Meru,120.3
2017-08-05,Beans,Nandi,119.7
2021-08-25,Cabbage,Nakuru,105.06
2021-11-12,Coffee,Nairobi,129.55
2017-10-27,Tomatoes,Kericho,44.31
2015-01-29,Cabbage,Embu,154.9
2017-06-25,Coffee,Nairobi,66.65
2023-07-02,Sugarcane,Nakuru,54.59
2023-01-05,Cabbage,Kericho,152.94
2020-10-27,Wheat,Uasin Gishu,139.65
2023-03-14,Cabbage,Nairobi,131.78
2021-11-11,Tea,Kericho,52.57
2016-07-23,Sorghum,Kiambu,136.9
2020-06-29,Sorghum,Nandi,113.08
2018-12-24,Sorghum,Embu,127.83
2017-01-07,Wheat,Muranga,157.37
2016-05-30,Potatoes,Kiambu,63.33
2020-06-23,Sorghum,Nairobi,100.53
2023-09-06,Maize,Kisii,130.4
2021-09-10,Wheat,Kericho,92.04
2015-02-08,Potatoes,Uasin Gishu,46.56
2017-06-05,Maize,Uasin Gishu,53.37
2022-10-15,Maize,Kisii,112.25
2021-01-13,Maize,Nairobi,74.2
2018-01-03,Tomatoes,Uasin Gishu,56.54
2023-01-10,Tea,Meru,80.79
2019-12-29,Tea,Uasin Gishu,64.12
2023-10-07,Wheat,Embu,42.87
2019-09-07,Maize,Meru,58.22
2017-08-31,Sugarcane,Nakuru,145.97
2023-08-22,Cabbage,Nakuru,41.44
2023-06-21,Potatoes,Kericho,132.86
2019-04-12,Tea,Meru,130.42
2022-12-06,Sorghum,Kiambu,107.71
2022-08-27,Wheat,Kericho,65.01
2017-09-15,Potatoes,Kiambu,145.37
2015-01-21,Wheat,Embu,97.01
2021-06-08,Sugarcane,Nandi,60.78
2017-05-18,Tomatoes,Nairobi,91.48
2015-03-25,Tomatoes,Meru,63.39
2019-08-10,Maize,Kisii,85.12
2020-05-30,Tomatoes,Muranga,99.6
2018-11-11,Wheat,Nairobi,83.19
2019-03-11,Sorghum,Embu,118.85
2016-07-23,Maize,Meru,152.31
2017-07-22,Coffee,Nakuru,81.78
2023-11-08,Potatoes,Nairobi,82.69
2020-06-03,Sugarcane,Kiambu,128.6
2023-11-09,Maize,Kisii,103.67
2020-01-30,Wheat,Nairobi,91.46
2023-05-15,Potatoes,Muranga,137.66
2017-03-03,Sorghum,Embu,146.92
2017-03-02,Beans,Embu,110.87
2019-12-15,Sugarcane,Kericho,62.21
2018-07-18,Wheat,Embu,95.95
2021-12-14,Sugarcane,Kericho,100.52
2021-03-05,Tea,Embu,91.86
2019-05-27,Beans,Muranga,71.49
2017-12-19,Potatoes,Embu,96.68
2021-10-13,Tomatoes,Kisii,93.59
2017-09-11,Wheat,Nandi,65.14
2019-08-08,Sugarcane,Nakuru,148.41
2016-06-03,Potatoes,Kisii,146.24
2016-08-13,Tomatoes,Embu,131.15
2017-11-16,Sorghum,Meru,88.11
2019-09-06,Sorghum,Kiambu,84.44
2020-07-28,Sugarcane,Nandi,125.98
2021-02-24,Maize,Nakuru,112.97
2021-08-31,Tea,Kiambu,112.07
2015-12-15,Maize,Kisii,54.89
2017-08-17,Tea,Muranga,114.19
2020-05-17,Wheat,Muranga,148.22
2016-11-23,Coffee,Kiambu,50.3
2019-04-09,Sugarcane,Meru,80.7
2016-01-13,Cabbage,Kiambu,101.08
2023-01-25,Sugarcane,Kisii,122.32
2023-02-11,Beans,Kiambu,50.76
2016-06-10,Tomatoes,Nakuru,144.74
2023-10-30,Beans,Meru,44.87
2022-08-13,Sorghum,Uasin Gishu,142.92
2021-03-03,Tea,Nairobi,43.32
2021-11-07,Tomatoes,Uasin Gishu,58.42
2018-06-13,Sorghum,Kericho,136.04
2020-02-19,Tomatoes,Kiambu,143.22
2019-10-30,Maize,Muranga,157.87
2016-06-04,Sorghum,Uasin Gishu,53.89
2019-08-29,Maize,Embu,103.17
2017-10-13,Maize,Kisii,49.26
2023-03-23,Tomatoes,Uasin Gishu,58.77
2022-08-05,Potatoes,Nandi,60.94
2017-10-10,Beans,Meru,47.61
2021-12-23,Sorghum,Kisii,147.16
2015-04-27,Cabbage,Muranga,55.16
2021-08-30,Potatoes,Kericho,115.52
2018-09-29,Beans,Uasin Gishu,115.09
2016-08-06,Sorghum,Meru,63.84
2016-01-30,Tea,Nairobi,159.81
2017-12-23,Beans,Meru,81.68
2022-07-31,Cabbage,Meru,148.61
2015-03-13,Sugarcane,Kisii,153.79
2015-10-01,Wheat,Nairobi,153.88
2020-07-06,Maize,Meru,130.34
2018-09-05,Wheat,Nandi,70.46
2015-12-04,Potatoes,Uasin Gishu,54.48
2018-10-21,Sugarcane,Uasin Gishu,108.39
2016-08-29,Maize,Nandi,83.2
2015-06-15,Sorghum,Uasin Gishu,139.72
2019-04-17,Potatoes,Meru,129.4
2020-08-20,Cabbage,Kericho,73.18
2018-08-17,Tomatoes,Meru,42.04
2016-12-29,Sorghum,Kisii,68.48
2022-10-19,Beans,Embu,108.05
2020-08-05,Tomatoes,Kericho,49.48
2015-04-12,Potatoes,Muranga,118.99
2018-11-16,Beans,Muranga,120.6
2017-02-17,Cabbage,Kericho,60.33
2015-08-02,Wheat,Meru,111.56
2018-01-16,Beans,Kiambu,112.84
2019-04-26,Wheat,Embu,97.36
2021-09-14,Maize,Nandi,154.39
2022-03-20,Tea,Meru,52.98
2023-01-15,Coffee,Kericho,88.8
2023-07-15,Sorghum,Kiambu,145.95
2019-08-23,Coffee,Meru,86.36
2016-08-14,Maize,Kiambu,90.96
2018-08-26,Beans,Kericho,120.19
2018-01-14,Maize,Meru,119.87
2020-11-09,Coffee,Nairobi,42.75
2022-06-13,Coffee,Uasin Gishu,94.68
2016-12-14,Sorghum,Kericho,80.02
2017-07-24,Tomatoes,Muranga,115.32
2020-05-05,Sugarcane,Muranga,106.68
2015-08-30,Maize,Embu,118.1
2020-08-05,Tea,Nakuru,118.45
2015-01-02,Sugarcane,Muranga,70.58
2021-03-22,Maize,Nakuru,69.58
2022-10-19,Cabbage,Nairobi,84.43
2019-11-04,Potatoes,Kericho,69.04
2020-05-03,Potatoes,Kiambu,121.94
2022-03-21,Coffee,Embu,112.34
2020-12-03,Potatoes,Uasin Gishu,65.97
2017-07-06,Wheat,Nandi,146.09
2023-09-10,Tea,Nakuru,95.28
2021-02-19,Potatoes,Uasin Gishu,55.25
2023-11-12,Beans,Embu,65.56
2022-12-28,Wheat,Embu,104.78
2015-03-31,Sugarcane,Muranga,80.61
2019-09-06,Wheat,Uasin Gishu,142.15
2020-12-09,Maize,Meru,99.37
2015-05-23,Coffee,Kisii,149.84
2023-04-30,Sorghum,Embu,52.22
2015-04-16,Sorghum,Nakuru,120.23
2017-06-05,Cabbage,Nandi,146.29
2016-03-03,Tea,Nandi,75.15
2018-08-21,Maize,Nairobi,56.28
2020-03-10,Sorghum,Nairobi,94.8
2020-06-17,Coffee,Muranga,155.36
2015-11-13,Sugarcane,Meru,116.02
2020-06-09,Sorghum,Muranga,117.28
2016-09-26,Beans,Nandi,120.58
2020-04-09,Wheat,Kiambu,44.77
2020-08-18,Sorghum,Nandi,93.48
2022-09-22,Maize,Embu,49.31
2023-08-11,Potatoes,Uasin Gishu,77.9
2021-03-20,Potatoes,Uasin Gishu,138.59
2018-12-10,Sugarcane,Embu,118.75
2016-07-06,Potatoes,Embu,159.47
2016-12-16,Sugarcane,Nandi,60.66
2018-07-11,Maize,Uasin Gishu,87.65
2019-09-10,Tea,Uasin Gishu,137.16
2020-02-27,Potatoes,Kericho,65.88
2018-01-12,Cabbage,Uasin Gishu,58.45
2018-09-03,Coffee,Embu,91.31
2015-04-21,Wheat,Nairobi,86.05
2015-09-08,Potatoes,Meru,157.62
2021-08-27,Sugarcane,Kiambu,94.75
2020-08-16,Maize,Embu,143.31
2016-04-03,Potatoes,Uasin Gishu,146.56
2018-01-12,Sorghum,Nakuru,58.94
2015-07-27,Potatoes,Nandi,125.84
2017-06-18,Sugarcane,Nandi,73.31
2015-01-22,Beans,Meru,51.37
2016-02-14,Beans,Embu,144.96
2017-06-13,Potatoes,Meru,75.09
2016-05-29,Wheat,Nairobi,81.44
2023-10-04,Maize,Kisii,78.88
2017-03-19,Cabbage,Muranga,64.04
2017-05-23,Cabbage,Nakuru,92.14
2015-01-14,Potatoes,Muranga,91.4
2017-08-28,Potatoes,Kisii,89.05
2023-04-14,Beans,Nakuru,149.96
2023-05-20,Sugarcane,Muranga,80.77
2023-06-11,Wheat,Nakuru,43.65
2020-11-04,Potatoes,Meru,61.41
2023-02-04,Cabbage,Kiambu,126.58
2019-04-10,Maize,Kericho,110.9
2018-08-17,Tea,Nakuru,154.21
2018-06-20,Sorghum,Kisii,123.33
2020-12-09,Potatoes,Meru,63.31
2023-10-24,Sugarcane,Kericho,54.48
2017-01-19,Potatoes,Meru,102.49
2016-11-15,Sugarcane,Nairobi,119.83
2020-04-11,Wheat,Uasin Gishu,59.88
2021-06-14,Tea,Nandi,112.2
2016-11-25,Coffee,Nairobi,143.8
2021-05-24,Maize,Kisii,127.31
2015-11-03,Maize,Embu,119.7
2020-06-12,Sugarcane,Embu,134.72
2023-02-09,Beans,Nandi,52.49
2016-10-23,Sugarcane,Meru,64.46
2016-07-02,Beans,Kiambu,44.57
2015-11-08,Tomatoes,Kisii,57.4
2022-12-30,Cabbage,Nandi,149.58
2017-12-18,Maize,Kericho,66.66
2023-02-19,Wheat,Kericho,119.45
2019-10-04,Sugarcane,Embu,122.99
2017-01-24,Wheat,Uasin Gishu,117.44
2015-02-04,Tea,Meru,106.47
2016-03-20,Wheat,Embu,98.34
2020-11-10,Potatoes,Kiambu,90.39
2020-06-05,Cabbage,Nandi,150.03
2018-05-15,Potatoes,Nakuru,41.14
2015-12-19,Sorghum,Kiambu,46.42
2017-06-21,Sugarcane,Nakuru,99.1
2018-09-17,Maize,Meru,79.66
2022-12-19,Sugarcane,Nandi,88.99
2019-10-15,Cabbage,Kericho,159.74
2015-06-08,Coffee,Kericho,133.02
2020-05-31,Coffee,Nairobi,145.29
2017-08-14,Sorghum,Kericho,84.23
2020-09-02,Cabbage,Kisii,68.75
2016-02-08,Tomatoes,Nairobi,132.16
2022-10-23,Tomatoes,Nairobi,136.91
2016-05-30,Tomatoes,Kericho,105.99
2022-08-11,Maize,Embu,147.51
2018-10-19,Maize,Uasin Gishu,156.08
2022-01-23,Tomatoes,Uasin Gishu,96.52
2017-08-13,Coffee,Kisii,66.72
2021-01-08,Cabbage,Muranga,102.05
2019-09-09,Wheat,Embu,158.74
2023-03-14,Cabbage,Muranga,75.15
2016-08-30,Tomatoes,Nakuru,114.11
2021-10-03,Cabbage,Embu,123.28
2018-06-27,Tea,Nandi,65.67
2023-09-24,Maize,Muranga,110.62
2022-12-23,Maize,Kisii,77.74
2019-03-16,Coffee,Kisii,142.51
2022-03-10,Wheat,Embu,125.77
2021-07-10,Tomatoes,Nairobi,139.15
2018-12-12,Sugarcane,Nandi,63.96
2023-02-27,Coffee,Meru,44.15
2019-12-03,Coffee,Nandi,142.06
2015-10-22,Wheat,Kisii,86.41
2017-01-24,Potatoes,Nakuru,61.57
2018-10-26,Tomatoes,Muranga,51.03
2015-07-05,Sugarcane,Muranga,101.98
2018-06-23,Maize,Nakuru,58.02
2016-09-28,Wheat,Kiambu,108.0
2018-07-15,Sugarcane,Embu,127.28
2016-06-13,Tea,Kisii,104.21
2020-08-30,Coffee,Uasin Gishu,148.44
2023-02-06,Wheat,Kericho,58.67
2022-12-24,Maize,Nakuru,99.27
2017-03-04,Cabbage,Nakuru,59.58
2020-11-17,Maize,Nandi,145.11
2022-08-31,Tea,Embu,151.87
2016-04-22,Wheat,Embu,88.0
2019-06-11,Tea,Uasin Gishu,76.69
2017-07-28,Tomatoes,Kericho,73.52
2016-06-09,Tomatoes,Embu,143.17
2021-07-09,Cabbage,Nairobi,121.89
2015-01-02,Coffee,Kisii,145.67
2016-01-10,Potatoes,Nairobi,54.1
2021-05-29,Beans,Kiambu,97.12
2022-11-24,Sugarcane,Kisii,121.14
2023-05-11,Tea,Meru,147.65
2016-07-06,Sugarcane,Kisii,85.84
2021-06-23,Cabbage,Kisii,77.57
2019-03-06,Sugarcane,Uasin Gishu,149.56
2020-01-26,Sugarcane,Nairobi,45.7
2016-01-16,Maize,Kericho,97.55
2019-07-05,Wheat,Nandi,95.04
2015-01-14,Coffee,Uasin Gishu,57.53
2016-05-18,Beans,Kisii,87.39
2021-03-28,Wheat,Nandi,126.71
2020-07-01,Maize,Muranga,84.02
2023-08-22,Sugarcane,Nandi,77.16
2015-05-10,Beans,Nakuru,133.83
2017-04-17,Maize,Uasin Gishu,158.65
2023-10-22,Maize,Uasin Gishu,133.52
2023-01-17,Maize,Nakuru,141.56
2020-08-02,Tomatoes,Muranga,152.74
2015-01-28,Beans,Embu,136.21
2020-10-14,Maize,Embu,157.64
2023-11-09,Potatoes,Embu,129.67
2018-06-06,Sugarcane,Embu,119.38
2015-09-18,Beans,Nairobi,123.2
2020-08-08,Tomatoes,Nakuru,148.01
2019-01-12,Tea,Muranga,121.96
2018-12-18,Tea,Kisii,131.34
2016-04-04,Coffee,Kiambu,65.92
2015-10-28,Sorghum,Uasin Gishu,149.52
2023-02-14,Potatoes,Nandi,93.67
2021-05-23,Tea,Embu,59.33
2023-06-09,Tomatoes,Nandi,135.97
2016-09-21,Sorghum,Kiambu,82.77
2015-09-27,Maize,Uasin Gishu,62.09
2022-03-24,Maize,Meru,70.75
2020-06-16,Cabbage,Kericho,44.19
2019-06-17,Sugarcane,Muranga,50.87
2019-12-07,Sorghum,Nairobi,111.11
2022-12-01,Sugarcane,Nandi,143.95
2017-05-11,Tomatoes,Embu,93.82
2018-07-04,Potatoes,Nakuru,115.13
2020-12-20,Sorghum,Nandi,137.17
2019-12-05,Tea,Uasin Gishu,82.81
2019-09-03,Potatoes,Meru,118.52
2023-04-08,Cabbage,Muranga,82.05
2022-01-04,Sugarcane,Nakuru,117.13
2021-06-18,Sugarcane,Kericho,66.11
2016-07-29,Potatoes,Uasin Gishu,157.34
2023-01-12,Maize,Meru,49.14
2020-06-26,Sugarcane,Nakuru,100.63
2018-07-31,Cabbage,Kericho,74.36
2023-09-28,Tea,Nandi,112.1
2023-09-14,Beans,Uasin Gishu,91.4
2020-05-10,Tea,Kisii,76.8
2022-06-27,Tea,Kericho,70.0
2020-07-13,Sugarcane,Meru,61.9
2023-12-20,Wheat,Kisii,133.95
2021-01-21,Maize,Kisii,66.66
2021-06-10,Sugarcane,Nairobi,132.82
2019-07-14,Maize,Meru,98.2
2019-04-29,Tomatoes,Kisii,48.67
2020-01-22,Wheat,Nandi,59.85
2021-01-12,Sugarcane,Uasin Gishu,147.15
2018-10-22,Coffee,Uasin Gishu,112.34
2019-10-09,Tea,Nandi,62.12
2020-04-09,Tomatoes,Nairobi,124.45
2016-09-11,Wheat,Muranga,138.79
2018-06-28,Sugarcane,Nairobi,79.68
2017-08-14,Cabbage,Uasin Gishu,106.79
2020-04-23,Potatoes,Muranga,75.21
2021-07-09,Potatoes,Nairobi,49.61
2017-08-26,Maize,Kisii,87.94
2022-01-02,Wheat,Muranga,130.17
2018-08-09,Tea,Uasin Gishu,95.04
2017-11-09,Tea,Nandi,88.63
2015-10-09,Beans,Embu,83.92
2022-10-15,Potatoes,Kisii,95.07
2023-05-31,Tomatoes,Kisii,78.19
2020-12-06,Wheat,Embu,113.46
2017-11-24,Tea,Kericho,47.63
2015-07-17,Beans,Kiambu,136.89
2021-12-07,Wheat,Nakuru,60.78
2017-12-18,Sorghum,Meru,116.01
2022-11-24,Tea,Nairobi,93.99
2018-03-30,Sorghum,Kiambu,132.82
2017-10-05,Wheat,Nairobi,139.14
2022-07-01,Tea,Kiambu,64.5
2018-05-14,Sorghum,Muranga,121.26
2017-11-01,Coffee,Nandi,62.79
2016-05-04,Beans,Meru,54.88
2015-10-03,Tomatoes,Meru,151.64
2022-07-03,Potatoes,Nairobi,59.73
2021-04-08,Beans,Embu,67.38
2018-05-24,Sorghum,Muranga,55.64
2018-06-28,Tea,Kericho,96.44
2015-05-06,Coffee,Meru,150.35
2015-08-05,Coffee,Nakuru,71.69
2018-04-23,Potatoes,Nairobi,105.02
2023-07-08,Coffee,Kisii,89.38
2018-05-31,Beans,Nakuru,80.32
2023-11-30,Sugarcane,Uasin Gishu,108.66
2021-12-17,Coffee,Nairobi,107.07
2021-10-10,Potatoes,Nairobi,83.12
2023-11-24,Coffee,Kisii,142.07
2017-07-07,Coffee,Muranga,46.38
2018-08-10,Cabbage,Kisii,50.23
2021-01-07,Beans,Meru,158.89
2021-08-28,Sorghum,Nandi,129.72
2019-07-20,Maize,Nairobi,136.47
2015-11-04,Sugarcane,Uasin Gishu,112.32
2018-09-21,Coffee,Embu,90.38
2020-05-23,Tomatoes,Nairobi,115.51
2022-08-25,Coffee,Kisii,51.11
2017-06-10,Cabbage,Kiambu,130.93
2016-01-10,Sorghum,Nairobi,104.89
2023-06-07,Tomatoes,Nairobi,154.81
2020-07-26,Sugarcane,Uasin Gishu,116.5
2018-09-26,Tomatoes,Uasin Gishu,58.2
2015-05-09,Beans,Nairobi,97.31
2017-10-11,Potatoes,Kiambu,46.94
2019-12-05,Potatoes,Nandi,129.45
2022-06-09,Sugarcane,Kericho,100.22
2018-10-13,Sorghum,Kiambu,84.36
2016-05-31,Potatoes,Kiambu,156.23
2019-02-27,Wheat,Kiambu,152.87
2015-03-27,Cabbage,Nandi,154.34
2018-04-13,Sugarcane,Muranga,66.52
2023-12-09,Sugarcane,Muranga,127.43
2021-06-16,Maize,Kiambu,153.45
2018-02-16,Maize,Kericho,108.5
2021-10-10,Beans,Kisii,65.7
2020-06-16,Beans,Nakuru,138.14
2020-12-01,Maize,Muranga,145.59
2023-10-22,Potatoes,Embu,124.39
2015-10-30,Tea,Uasin Gishu,75.23
2022-08-23,Sugarcane,Nandi,62.88
2016-08-10,Wheat,Nandi,114.91
2017-09-13,Sugarcane,Nakuru,97.94
2020-02-07,Coffee,Muranga,120.25
2015-12-11,Sorghum,Kericho,53.4
2017-03-24,Cabbage,Kericho,56.31
2020-06-10,Tea,Uasin Gishu,83.55
2022-10-19,Wheat,Kiambu,71.05
2023-05-31,Coffee,Kisii,114.32
2023-10-24,Beans,Muranga,84.1
2018-08-03,Wheat,Kericho,122.08
2020-06-22,Maize,Nakuru,132.26
2019-08-05,Sugarcane,Uasin Gishu,62.46
2023-07-22,Wheat,Nairobi,150.38
2018-08-20,Sorghum,Uasin Gishu,134.46
2017-12-28,Tomatoes,Kericho,115.21
2021-08-05,Beans,Nairobi,149.07
2017-10-06,Cabbage,Embu,71.9
2016-12-04,Cabbage,Meru,90.61
2016-07-28,Wheat,Uasin Gishu,50.29
2019-05-28,Tomatoes,Nakuru,94.74
2023-11-07,Sugarcane,Nakuru,100.77
2018-01-17,Coffee,Kisii,113.93
2016-11-18,Tea,Kiambu,47.68
2022-09-29,Sugarcane,Uasin Gishu,43.9
2022-03-17,Coffee,Kericho,90.39
2022-03-21,Tea,Meru,62.7
2023-11-05,Tomatoes,Muranga,131.05
2016-05-03,Tea,Kericho,120.25
2023-04-07,Sugarcane,Nakuru,79.1
2018-09-09,Sorghum,Embu,45.49
2023-09-09,Wheat,Kericho,61.89
2016-05-08,Coffee,Nandi,123.0
2019-07-26,Sorghum,Nakuru,158.82
2019-06-26,Coffee,Uasin Gishu,79.18
2015-01-19,Wheat,Embu,136.24
2021-09-10,Potatoes,Nandi,144.05
2017-09-27,Tea,Nairobi,45.78
2017-04-30,Tomatoes,Meru,149.95
2018-10-20,Potatoes,Nakuru,95.94
2018-09-16,Potatoes,Uasin Gishu,155.71
2018-09-29,Cabbage,Nandi,104.63
2017-04-01,Maize,Nandi,68.22
2016-03-30,Sugarcane,Kiambu,156.96
2019-06-13,Sorghum,Nandi,69.2
2022-08-04,Sorghum,Meru,145.9
2023-08-03,Sorghum,Embu,60.78
2023-08-14,Sorghum,Embu,120.97
2016-12-11,Sugarcane,Nandi,89.35
2020-12-30,Potatoes,Uasin Gishu,156.64
2017-07-05,Sugarcane,Nakuru,62.17
2022-11-15,Sorghum,Uasin Gishu,89.06
2022-04-06,Maize,Kisii,116.77
2019-02-05,Beans,Nakuru,157.31
2018-12-11,Wheat,Nairobi,76.46
2015-11-01,Sorghum,Meru,87.62
2017-01-05,Tomatoes,Uasin Gishu,95.42
2021-05-27,Beans,Kiambu,70.32
2020-05-17,Sugarcane,Embu,138.08
2020-11-19,Tomatoes,Nandi,51.04
2020-07-02,Tomatoes,Nakuru,124.57
2022-12-24,Coffee,Nandi,104.07
2023-04-04,Tomatoes,Nairobi,69.03
2023-04-10,Sorghum,Kisii,99.14
2022-11-29,Coffee,Nandi,139.59
2017-08-19,Cabbage,Uasin Gishu,93.45
2023-03-09,Potatoes,Nakuru,54.63
2017-10-23,Tomatoes,Kiambu,44.9
2020-11-02,Maize,Nairobi,133.34
2021-07-03,Wheat,Kericho,79.65
2022-11-03,Tomatoes,Meru,151.75
2019-01-13,Cabbage,Kisii,114.06
2021-11-06,Tea,Uasin Gishu,92.35
2020-05-01,Sugarcane,Meru,107.74
2022-04-30,Sugarcane,Kiambu,94.86
2018-03-23,Cabbage,Meru,148.7
2016-10-26,Tea,Embu,94.96
2015-01-12,Sugarcane,Nakuru,52.49
2018-03-02,Sugarcane,Meru,111.65
2015-10-31,Sugarcane,Uasin Gishu,114.76
2023-04-11,Cabbage,Kericho,131.84
2019-10-30,Potatoes,Embu,151.99
2022-10-01,Wheat,Embu,93.17
2015-02-12,Cabbage,Meru,82.25
2017-08-01,Tea,Kisii,98.89
2021-07-18,Tomatoes,Muranga,148.02
2018-09-11,Potatoes,Kisii,157.6
2021-12-20,Potatoes,Nandi,156.55
2021-08-08,Tomatoes,Uasin Gishu,67.56
2017-06-09,Maize,Muranga,99.63
2021-10-10,Coffee,Nakuru,71.14
2017-10-01,Wheat,Embu,84.16
2015-01-21,Wheat,Uasin Gishu,43.8
2016-02-11,Maize,Kiambu,59.27
2022-04-20,Coffee,Nandi,87.65
2017-10-11,Wheat,Kericho,83.76
2015-12-02,Tea,Nandi,73.46
2020-01-13,Beans,Uasin Gishu,67.64
2023-09-24,Beans,Nakuru,129.87
2018-02-21,Wheat,Embu,75.35
2021-09-12,Sorghum,Nairobi,124.79
2022-10-11,Wheat,Nairobi,84.24
2020-01-02,Tomatoes,Uasin Gishu,136.24
2016-12-15,Tomatoes,Meru,60.07
2015-02-20,Coffee,Kisii,58.91
2015-11-20,Sugarcane,Nandi,121.56
2017-02-27,Potatoes,Nakuru,149.79
2015-05-21,Tea,Nandi,57.16
2016-04-14,Maize,Kiambu,48.84
2017-02-25,Wheat,Nairobi,152.16
2019-12-31,Sugarcane,Embu,54.08
2018-09-19,Sugarcane,Kiambu,70.04
2020-03-31,Tea,Embu,151.54
2017-08-21,Maize,Nandi,136.35
2023-05-14,Tomatoes,Nakuru,81.13
2016-01-08,Cabbage,Nairobi,154.54
2021-12-16,Tea,Nandi,108.17
2019-08-20,Sugarcane,Nairobi,48.67
2022-08-30,Beans,Uasin Gishu,124.37
2018-03-25,Wheat,Kericho,104.47
2021-05-27,Coffee,Kericho,108.71
2019-07-30,Beans,Embu,159.29
2023-10-21,Sugarcane,Nandi,58.3
2015-04-16,Potatoes,Muranga,118.82
2018-12-14,Sorghum,Nairobi,95.05
2022-06-10,Maize,Nairobi,72.63
2019-08-09,Tomatoes,Muranga,123.23
2015-01-02,Wheat,Meru,120.19
2022-03-21,Coffee,Nandi,142.78
2022-05-15,Cabbage,Muranga,145.46
2020-11-07,Tomatoes,Kericho,107.42
2015-12-16,Wheat,Nairobi,79.07
2018-07-10,Cabbage,Kericho,103.55
2023-09-15,Coffee,Nandi,83.11
2017-11-28,Sugarcane,Nakuru,73.28
2023-02-04,Sorghum,Nakuru,106.19
2021-01-15,Beans,Embu,118.95
2023-03-26,Beans,Kericho,110.87
2021-06-17,Sugarcane,Kericho,154.53
2016-03-20,Tomatoes,Kericho,75.84
2021-06-03,Sugarcane,Meru,84.68
2017-08-09,Sugarcane,Kericho,120.12
2015-02-05,Wheat,Nakuru,112.04
2018-01-12,Wheat,Meru,40.22
2019-01-15,Coffee,Embu,77.47
2019-12-04,Sorghum,Uasin Gishu,70.45
2020-01-20,Wheat,Kiambu,140.79
2018-11-09,Coffee,Embu,143.95
2018-04-10,Potatoes,Kisii,74.07
2018-10-31,Sugarcane,Meru,52.25
2019-09-05,Sugarcane,Nakuru,64.62
2018-10-17,Tomatoes,Nakuru,61.19
2022-02-19,Potatoes,Nandi,68.49
2023-01-17,Tomatoes,Nairobi,68.16
2020-12-28,Cabbage,Kericho,97.58
2023-01-13,Coffee,Nakuru,78.36
2023-09-25,Coffee,Kericho,107.18
2018-07-24,Sugarcane,Muranga,81.3
2022-08-05,Tea,Nairobi,137.76
2018-05-28,Cabbage,Muranga,154.1
2023-06-25,Coffee,Kericho,88.47
2016-06-04,Wheat,Meru,45.94
2019-12-12,Sugarcane,Kisii,68.75
2015-01-10,Tomatoes,Nairobi,52.22
2017-09-10,Potatoes,Meru,81.37
2021-08-22,Tomatoes,Nakuru,117.41
2019-07-15,Beans,Kisii,102.27
2019-07-19,Tea,Uasin Gishu,69.15
2022-06-22,Coffee,Nakuru,132.07
2022-03-16,Sorghum,Kiambu,55.78
2021-01-08,Maize,Embu,67.38
2016-12-20,Tea,Nairobi,121.13
2017-12-08,Sugarcane,Kiambu,63.67
2023-10-31,Coffee,Kericho,121.45
2017-05-08,Potatoes,Nairobi,157.23
2018-08-09,Coffee,Embu,139.76
2019-05-23,Maize,Nairobi,59.2
2015-02-19,Potatoes,Meru,102.46
2022-06-04,Tomatoes,Muranga,90.68
2022-01-22,Potatoes,Nandi,159.0
2023-07-29,Tea,Meru,155.73
2023-11-13,Tomatoes,Embu,55.25
2023-12-18,Coffee,Nairobi,149.05
2022-12-14,Sugarcane,Meru,63.21
2015-05-26,Cabbage,Muranga,78.33
2017-07-03,Sugarcane,Kiambu,82.41
2023-04-29,Coffee,Meru,74.42
2019-01-02,Maize,Kericho,142.39
2021-04-08,Cabbage,Kiambu,79.59
2016-08-03,Coffee,Embu,138.01
2022-06-27,Sorghum,Kiambu,159.33
2019-05-04,Tea,Nairobi,140.89
2016-04-27,Sorghum,Kisii,81.54
2023-09-15,Tomatoes,Kisii,125.35
2018-06-03,Beans,Uasin Gishu,104.07
2016-11-03,Coffee,Kericho,134.38
2016-09-22,Wheat,Nairobi,58.37
2022-06-01,Wheat,Embu,116.58
2016-10-23,Potatoes,Nakuru,132.84
2022-10-23,Sugarcane,Kisii,131.35
2021-10-02,Sugarcane,Embu,155.63
2017-09-14,Sugarcane,Kiambu,47.01
2023-11-06,Sorghum,Meru,81.49
2019-03-27,Tea,Kisii,97.19
2016-10-11,Coffee,Nairobi,77.17
2017-08-26,Maize,Kisii,77.17
2022-03-22,Potatoes,Muranga,61.14
2018-01-05,Tomatoes,Muranga,137.55
2021-12-31,Cabbage,Muranga,148.97
2016-03-16,Tomatoes,Kericho,49.88
2017-07-09,Coffee,Kisii,58.59
2017-02-08,Beans,Uasin Gishu,67.41
2018-09-05,Sugarcane,Embu,101.08
2020-01-01,Cabbage,Muranga,134.94
